published_date,published_time,report_generated_at,captured_at,company,presence_handle,message,post_link,link,link_title,link_description,image,post_type,posted_domain,posted_url,engagement_total,likes,comments,shares,followers,engagement_rate_by_follower,engagement_rate_by_view,engagement_rate_lift,views,post_tag_ugc,post_tag_contests
1/16/2024,08:00:11 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"""Anyone else’s kid?? 😅😅"" 📷: @that_girl_ashlie",https://www.tiktok.com/@medela_official/video/7324695506930650411,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1140560396055964237,video,,,72,65,2,5,19700,0.003654822,0.033914272,-1.255006688,2123,1,0
9/6/2024,09:15:58 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,📣 KNOW YOUR RIGHTS! 📣 #willow #withwillow #corporatemom #pumpingmom,https://www.tiktok.com/@willowpump/video/7411549092305964334,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4334695032909451147,video,,,76,67,0,9,20800,0.003653846,0.063492063,-1.25534246,1197,0,0
1/4/2024,04:48:42 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"Becoming a mother is the start of a challenging journey filled with new experiences, from changes in identity to body changes. At Momcozy, we understand the discomfort that comes with this journey, and we aim to provide you with products that offer comfort and practical assistance. We are here to support you throughout your pregnancy and breastfeeding journey. As we begin the new year, Momcozy stands by every mother as they nurture their little ones, ensuring a cozy and memorable preparation journey. #momcozy #beacozymom #momcozymoments #cozymoments #cozypowerbymomcozy",https://www.tiktok.com/@momcozyofficial/video/7320193310692232494,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4942322960133910237,video,,,723,473,23,227,199500,0.00362406,0.004168492,-1.265739552,173444,0,0
4/11/2024,09:03:14 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,Is your registry lacking something?! The BabyBuddha Portable Electric Breast Pump Kit could be what's missing for you ✅ See why! • • • #BabyBuddha #LactationSupport #PumpingMom #NursingMom #MotherhoodLife #PortableBreastPump,https://www.tiktok.com/@mybabybuddha/video/7356625198356942123,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3212496538915266537,video,,,21,18,1,2,5802,0.003619442,0.031818181818181815,-1.267268755,660,0,0
2/21/2024,07:12:07 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"@ryeharmony shared a pumping session with us, showing the different settings on her BabyBuddha Portable Breast Pump! Customizing your pumping journey starts with finding the settings that bring you the most comfort. 💙 #pumpingmoms #motherhoodlife #babybuddhalove",https://www.tiktok.com/@mybabybuddha/video/7338042088677788970,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0798877768802408337,video,,,21,21,0,0,5802,0.003619442,0.023728813559322035,-1.267268755,885,0,0
5/2/2024,01:51:06 p. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Let us tell you why the Symphony pump might be a good fit for YOU! 🌟 The Medela Symphony isn't your average pump. It's a hospital-grade (multi-user) powerhouse designed to mimic a newborn's natural sucking rhythm. This can be especially helpful for moms in the crucial first days after birth to kickstart their milk supply (initiation) or for those who might be facing supply challenges. The adjustable settings allow for a personalized pumping experience, while the powerful suction can help maximize milk production. And did you now you can rent it? Rent the Symphony pump and get hospital-grade power at home! #medela #symphonypump #breastpump",https://www.tiktok.com/@medela_official/video/7364492190480878890,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0988780840912944637,video,,,78,61,3,14,21792,0.003579295,0.006454816,-1.281490426,12084,0,0
4/18/2024,09:21:10 p. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,What does nursing freedom mean to you? #momcozy #momcozyuk #momcozypump #beacozymom #cozypowerbymomcozy #momlife#breastpump,https://www.tiktok.com/@momcozyofficial/video/7359412931462827307,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7037282641392149537,video,,,768,584,57,127,216993,0.003539285,0.00459245,-1.296074061,167231,0,0
11/18/2024,09:47:40 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,"Pumping made easy, because every mama deserves it! 💖 #fyp #foryoupage #zomee #zomeefit #MomsofTikTok #breastpumps #pumpingmoms",https://www.tiktok.com/@zomee.pump/video/7438646505080098091,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1908900805056468347,video,,,8,7,1,0,2274,0.00351803,0.036866359,-1.303797874,217,0,0
11/16/2024,09:15:00 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,"Storing milk made easy with Zomee Milk Storage Bags! 🍼💖 Leak-proof, convenient, and ready to keep baby’s nutrition fresh! #fyp #foryoupage #Zomee #ZomeeFit #BreastPump #MomsofTikTok #pumpingmoms @cesileymckinley",https://www.tiktok.com/@zomee.pump/video/7437547941289545002,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2005459821497457347,video,,,8,6,0,2,2274,0.00351803,0.028268551236749116,-1.303797874,283,0,0
9/30/2024,08:24:57 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,DID YOU KNOW?🤱💙Just a little fun fact to brighten your day! ♥ #foryou #fyp #zomee #zomeez2 #breastpump,https://www.tiktok.com/@zomee.pump/video/7420441960231488810,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0188841320691440247,video,,,8,7,0,1,2274,0.00351803,0.008898776,-1.303797874,899,0,0
9/16/2024,08:15:29 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,"When your Zomee Z2 pumps so effectively that you’re running out of bottle space! 🍼💪 This mom’s loving the powerful performance, but now she’s ready for a bigger bottle to keep up with the flow! 💫✨More Milk, Less Time! @nguyensylvia #Zomee #zomeez2 #pumpingmom #LiquidGold #momtok",https://www.tiktok.com/@zomee.pump/video/7415244335509163307,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7033619055334425147,video,,,8,8,0,0,2274,0.00351803,0.015594541910331383,-1.303797874,513,0,0
9/1/2024,09:15:00 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,Durable and Efficient!! The Zomee Z2 is your perfect companion no matter how many times you drop it! #foryoupage❤️❤️#fypシ゚viral #zomeez2 #zomee,https://www.tiktok.com/@zomee.pump/video/7409005170555620650,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0560265550715009047,video,,,8,8,0,0,2274,0.00351803,0.016326531,-1.303797874,490,0,0
8/22/2024,09:49:45 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,No such thing as a Zomee addiction!🤭✨🩵 #zomee #zomeefit #foryou#fypシ゚viral,https://www.tiktok.com/@zomee.pump/video/7405988454779342126,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6212439774548895047,video,,,8,8,0,0,2274,0.00351803,0.00973236,-1.303797874,822,0,0
7/13/2024,10:15:00 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,"Taking care of yourself while juggling motherhood can be a challenging feat. But with the Zomee Baby Carrier with Hip Seat, you can make it look effortless! 🌟👶💪🤱 #fyp #MomLife #SelfCare #ZomeeBabyCarrier #MomAndBaby #Momtok",https://www.tiktok.com/@zomee.pump/video/7390792151518481706,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6071848151512970937,video,,,8,8,0,0,2274,0.00351803,0.030418250950570342,-1.303797874,263,0,0
5/15/2024,10:10:37 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,The Perfect Hands-Free pump is here! Don't worry about being plugged to a wall with the New Zomee Fit! Get yours Today!🤱💪💙 #FYP #Zomee #ZomeeBreastPump,https://www.tiktok.com/@zomee.pump/video/7369259460281240875,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5780421820649529637,video,,,8,8,0,0,2274,0.00351803,0.014010507880910683,-1.303797874,571,0,0
3/18/2024,09:00:48 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,Embrace freedom and flexibility like never before with the revolutionary Zomee Fit Wearable Pump OUT NOW!!! 🤱🍼 #fyp #ZomeeFit #ZomeeBreastPump,https://www.tiktok.com/@zomee.pump/video/7347718410022718762,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2678172200148177437,video,,,8,7,0,1,2274,0.00351803,0.007952286,-1.303797874,1006,0,0
2/15/2024,11:00:48 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,Hands-free pumping made easy! 🤲💫 #fyp #zomee #zomeefit,https://www.tiktok.com/@zomee.pump/video/7335874573017042219,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9122407103754785337,video,,,8,8,0,0,2274,0.00351803,0.010217113665389528,-1.303797874,783,0,0
10/2/2024,07:40:19 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Symphony is the ✨ Gold Standard ✨ for breast pumps! Why? Because of our patented Initiate technology, which mimics your baby’s non-nutritive sucking pattern. Symphony is especially helpful for boosting milk supply when your baby can’t latch, is in the NICU or separated for any reason. While a healthy, full-term baby is ideal for establishing a strong milk supply, Symphony is here to support you through those challenging first days! 💛 Did you use Symphony in the hospital? Drop a 🎶 if it was part of your breastfeeding journey! #lacationconsultant #symphony #medelasymphony #ibclc #medela #medelapumps #hospitalgradepump #breastpump",https://www.tiktok.com/@medela_official/video/7421172559699381535,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5351839969552711247,video,,,88,68,13,7,25022,0.003516905,0.03040774,-1.304226398,2894,0,0
9/10/2024,09:00:07 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,We put our bags to the test to show how they offer 10x better protection* — but actually there's more to it.. Here's what we really mean when we say 10x better protection* : 💛 Preserve all the essential vitamins and minerals 💛 Ensures the highest quality of milk for your baby 💛 Protections the vital nutrients your baby needs *through better oxygen barrier vs Medela’s former bag,https://www.tiktok.com/@medela_official/video/7413029362099850542,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2450589902639203147,video,,,84,74,4,6,24162,0.003476533,0.010464681699264981,-1.319371934,8027,0,0
9/14/2024,01:31:56 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,She opens up about the little moments that make motherhood special. 💕 What’s the best part of seeing someone grow? 🌱 #MomLife #GrowingUp #ProudMom #momcozy #beacozymom #momcozyuk #momtok #momlife,https://www.tiktok.com/@momcozyofficial/video/7414398153103035694,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4965303013518934147,video,,,864,828,11,25,249452,0.003463592,0.018774037939201668,-1.324423621,46021,0,0
9/7/2024,02:00:38 p. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,one of the scariest smells you can smell 💩#babytok #babytiktok #babytiktoks #babyhumor #parenttok #parenttiktok #parentiing #babyproducts,https://www.tiktok.com/@babylist/video/7411993560989453611,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1163549890653991147,video,,,4650,4563,6,81,1348272,0.003448859,0.008059666,-1.330689456,576947,0,0
2/8/2024,11:01:01 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,Never connect to a wall again #withWillow. Because moms deserve better. Tap the link in our bio for the ultimate pumping freedom. #willowpump #breastfeedingmom #MomsofTikTok #momtok,https://www.tiktok.com/@willowpump/video/7333277004046896427,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7246986404007723337,video,,,70,69,1,0,20300,0.003448276,0.018528321863419798,-1.330181976,3778,0,0
7/26/2024,12:00:07 p. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Summer days are meant to be spent by the pool 🏊‍♀️🩴 Swing Maxi Hands-free, now free* through insurance, allows you to pump and pour by the pool 😎 Now you can catch those rays ☀️ while also feeding baby 👶 *insurance coverage varies by plan",https://www.tiktok.com/@medela_official/video/7396005834393783595,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5953873934385006937,video,,,79,57,5,17,22911,0.003448125,0.009531853,-1.330241477,8288,0,0
12/19/2024,08:11:30 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Working mamas, we got the perfect solution for you! Our hands-free pump makes it easy to get everything done. #BreastPump #BabyBuddha #CompactButMighty #EfficientPumping #MomLife #BreastfeedingJourney #PumpingLove",https://www.tiktok.com/@mybabybuddha/video/7450125366598962478,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8742698956635210547,video,,,20,19,0,1,5802,0.003447087,0.019762845849802372,-1.330632677,1012,0,0
5/30/2024,10:25:28 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,It's amazing what our bodies can do. Comment below any benefits you've experienced through your breastfeeding journey. • • • #Breastfeeding #PumpingMoms #NursingMoms #BabyBuddha,https://www.tiktok.com/@mybabybuddha/video/7374829603694660906,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6090664963069284737,video,,,20,20,0,0,5802,0.003447087,0.020661157,-1.330632677,968,0,0
2/15/2024,12:21:34 p. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Thanks, @ryeharmony, for sharing your pumping journey with us! 🌟 #pumpsimplicity #effortlessexpressing #newmomlife",https://www.tiktok.com/@mybabybuddha/video/7335895403893771562,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2651773983045985337,video,,,20,20,0,0,5802,0.003447087,0.029585798816568046,-1.330632677,676,0,0
1/11/2024,12:40:40 p. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"With BabyBuddha's Single or Double Breast Pump, you get the essence of freedom in every pump! 🍼✨ Each kit includes 1 pump motor, 2 bottles, 2 - 24mm flange kits, a tubing kit, a stylish carrying tote, and a detachable lanyard. The ultimate flexibility to pump with ease, whenever and wherever you choose! 🌟 #BabyBuddhaFreedom #handsfreepumping",https://www.tiktok.com/@mybabybuddha/video/7322912499580357931,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1397530859942192237,video,,,20,18,2,0,5802,0.003447087,0.025062657,-1.330632677,798,0,0
1/4/2024,11:47:35 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"If you're a new mother curious about why your baby breastfeeds frequently or not enough, here's a brief overview of a baby's usual stomach capacity and size comparisons, sourced from lactation professionals. On average, a newborn drinks about 45–90 milliliters every 2–3 hours, and this amount continues to increase as your baby grows. 🍼💖✨ Remember, every mother and baby is unique, so your milk output and nursing habits may vary. This chart is for general educational purposes only. #TummySize #BabyFeeding #pumpingessentials",https://www.tiktok.com/@mybabybuddha/video/7320301213428223275,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5723228243121030237,video,,,20,17,0,3,5802,0.003447087,0.022172949002217297,-1.330632677,902,0,0
3/28/2024,01:05:22 p. m.,25/07/2025 11:04,24/07/2025 17:42,Aeroflow Breastpumps,aeroflowbreastpumps,,https://www.tiktok.com/@aeroflowbreastpumps/video/7351492309038435627,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7265348309032941537,video,,,5,4,1,0,1451,0.003445899,0.007163324,-1.331088958,698,0,0
3/12/2024,10:26:12 a. m.,25/07/2025 11:04,24/07/2025 17:42,Aeroflow Breastpumps,aeroflowbreastpumps,,https://www.tiktok.com/@aeroflowbreastpumps/video/7345513924676062507,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7052606764293155437,video,,,5,5,0,0,1451,0.003445899,0.006476684,-1.331088958,772,0,0
7/2/2024,02:05:00 p. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,Breastfeeding and newborn life can be full of surprises! Here’s how one family uses @byheart to help them through the ups and downs of the fourth trimester 🍼👶#babylistpartner #bottle #babybottle #bottletok #babytok #babytiktok #babyfeeding #babyfeedingproducts #babyfeedingtips,https://www.tiktok.com/@babylist/video/7384484075475586346,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6436855745704844837,video,,,4592,4395,35,162,1337030,0.003434478,0.002886473,-1.336264525,1590869,0,0
7/26/2024,04:15:19 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,Being a pumping mama can feel like a full-time job! 🍼 But watch how this mama uses her breast pump to make her day a breeze (and keeps her sanity intact). 💪 Hint: it's all about efficiency and multitasking! What's your go-to tip for making pumping easier? Share your wisdom in the comments and help out your fellow pumping mamas! 💬 #momcozybreastpump #breastpump#momlife #momcommunity #mom #momcozy #PumpingLife #MomLife #BreastfeedingJourney,https://www.tiktok.com/@momcozyofficial/video/7395882426989350186,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6810539896242885937,video,,,820,194,97,529,239241,0.003427506,0.011859136597006291,-1.338366255,69145,0,0
7/11/2024,08:55:30 p. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,From rebel to reflection: the tables have turned! 🔄 Breaking the cycle or just a phase? #momcozy #momcozyinterview #breastjourney #primeday #momtoks #mos #foryou #momcozyuk,https://www.tiktok.com/@momcozyofficial/video/7390573923122941226,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6221492213293750937,video,,,797,724,19,54,232655,0.003425673,0.030497838,-1.339078851,26133,0,0
5/10/2024,08:41:32 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Fresh from delivery? Here's how to conquer those first few breastfeeding moments with your newborn. • Feeling: Like Superwoman! 🦸‍♀️ Exhausted, but you conquered childbirth! • What's Happening? Colostrum arrives - tiny amount but mighty! Baby is super sleepy - Skin-to-skin time is key! (This helps the baby wake up!) Expect 1 wet & 1 poopy diaper. • What to Do? Nurse frequently & ask for help! You're not alone, mama. 💛 • What success looks like: Even if your baby's latch isn't great, hand expressing drops of colostrum is still okay! Lots of rest for mama and baby after labor and delivery! ✨ Tip: Every breastfeeding journey is unique. Embrace the start! #pregnant #expecting #newmom #pregnancy #firsttimemom #firsttimemomtips #breastfeedingtips #lactationconsultant",https://www.tiktok.com/@medela_official/video/7367381050705693994,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4993965070501837637,video,,,75,56,2,17,21894,0.003425596,0.026910657,-1.338989823,2787,0,0
11/11/2024,11:00:57 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,"Whether it's your first or last, there's nothing sweeter than those first newborn snuggles. 🥺 via @jen_rydelek #willow #withwillow #motherhoodunited #motheringtogether #ohheymama",https://www.tiktok.com/@willowpump/video/7436067792366996779,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9776996632977606347,video,,,72,70,2,0,21087,0.003414426,0.076433121,-1.343369911,942,0,0
8/16/2024,12:00:12 p. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,"Pumping with Willow is very demure 🦋, very modest 🌼, and very cutesy 🩵 —just like you! #WillowMoms #PumpWithStyle #EffortlesslyCute",https://www.tiktok.com/@willowpump/video/7403798654286368043,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3408636824568973047,video,,,71,45,4,22,20800,0.003413462,0.058101473,-1.343749301,1222,0,0
11/12/2024,05:24:28 p. m.,25/07/2025 11:04,09/12/2024 08:40,Evenflo Feeding,evenflofeeding,Game-Changing Tip! 🍼✨ Not sure what to do with that small amount of milk you pump during the day? We’ve got you covered!,https://www.tiktok.com/@evenflofeeding/video/7436537717682375979,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9795732867177356347,video,,,2,2,0,0,587,0.003407155,0.003649635,-1.346224922,548,0,0
5/15/2024,03:53:49 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"Because every mom deserves to feel supported, every day. 🌸🤱In what ways do you show appreciation for the moms in your life? #momcozy #momcozyuk #beacozymom #cozypowerbymomcozy #cozymoments #mothersday #cozyvillage #MomsofTikTok #momcozybra",https://www.tiktok.com/@momcozyofficial/video/7369162334629072170,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0712709264332619637,video,,,754,568,25,161,221594,0.003402619,0.005506946,-1.348147811,136918,0,0
11/21/2024,11:08:54 a. m.,25/07/2025 11:04,19/07/2025 21:30,Elvie | Women’s Health,elvieofficial,"Moms, IYKYK. 👀 Discreet? Check. ✅ Quiet? Check. ✅ Confidence? Double check. ✅ Whether you're in work mom mode, or workOUT mom mode.🔥 #fyp #MomsofTikTok #momtok #pregnancy #breastfeeding #breastfeedingmom #breastpump #elvie #elviepump #momlife",https://www.tiktok.com/@elvieofficial/video/7439780692776504618,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8164056772960879347,video,,,405,396,6,3,119202,0.003397594,0.001312451,-1.350082531,308583,0,0
4/17/2024,11:32:36 a. m.,25/07/2025 11:04,19/07/2025 21:30,Elvie | Women’s Health,elvieofficial,It be like that sometimes! #elvie #period #discharge #periodproblems,https://www.tiktok.com/@elvieofficial/video/7358890116116466986,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6896646116110988537,video,,,387,383,0,4,114547,0.003378526,0.063871926,-1.357700644,6059,0,0
2/12/2024,02:34:24 p. m.,25/07/2025 11:04,24/07/2025 17:27,Motif Medical,motifmedical,Usher halftime show had us throwing them at the tv aka stage. 👀😂 #momhumor #motifmoms #ushersuperbowl #pumpingbra,https://www.tiktok.com/@motifmedical/video/7334816368899968287,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7828699988636184337,video,,,53,47,6,0,15795,0.003355492,0.013575819672131147,-1.366961374,3904,0,0
7/7/2024,12:00:10 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,Summer pumping is easier with Freemie! 🏖️🏖️🏖️ #freemie #pumpingjourney #exclusivelypumping #breastfeeding #breastfeedingjourney #wearable #newborn #fyp #foryoupage,https://www.tiktok.com/@freemiebreastpumps/video/7388955217695640878,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8780465967125598837,video,,,7,3,4,0,2088,0.00335249,0.017994858611825194,-1.36817696,389,0,0
3/21/2024,12:00:16 p. m.,25/07/2025 11:04,25/07/2025 07:42,Freemiebreastpumps,freemiebreastpumps,💙💛 End the Stereotypes! 💙💛 #worlddownsyndromeday #parenting #Love #momlife #freemie,https://www.tiktok.com/@freemiebreastpumps/video/7348878038450457899,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9987540548308788437,video,,,7,6,1,0,2088,0.00335249,0.010233918,-1.36817696,684,0,0
3/19/2024,04:43:38 a. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,"Hubby feeds, mom pumps on the go 🍼🚗 Comments: How do you and your partner coordinate feeding and pumping schedules? #momcozy #momcozypump #beacozymom #cozypowerbymomcozy #momlife",https://www.tiktok.com/@momcozyofficial/video/7348023344358296875,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5786928534433208437,video,,,708,336,72,300,211800,0.003342776,0.003161349,-1.372283139,223955,0,0
11/20/2024,12:31:46 p. m.,25/07/2025 11:04,09/12/2024 08:40,Evenflo Feeding,evenflofeeding,"If your pump loses suction, double check these easy-to-fix solutions so you can continue pumping.",https://www.tiktok.com/@evenflofeeding/video/7439430961290349870,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0789430921690349347,video,,,2,1,0,1,600,0.003333333,0.002820874,-1.376039133,709,0,0
9/9/2024,11:03:02 a. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,Us: What's on your to-do list today? Her: Saving lives and pumping milk. 👩‍⚕️🍼 Do you pump at work? Let us know in the comments! 👇 #willow #withwillow #workingmoms #wfhm #workingandpumping #pumpingera #breastfeeding #wearablebreastpump #willowgo,https://www.tiktok.com/@willowpump/video/7412689957896162603,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3062616987599862147,video,,,69,59,3,7,20900,0.003301435,0.074353448,-1.389347388,928,0,0
5/10/2024,12:31:00 p. m.,25/07/2025 11:04,19/07/2025 00:58,Willow Pump,willowpump,Happy Nurses Week to all our pumping moms! 🍼🏥 @Ella Brady #willow #withwillow #pumpingmom #workingmom,https://www.tiktok.com/@willowpump/video/7367440189695790379,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9730975969810447637,video,,,67,63,4,0,20400,0.003284314,0.063267233,-1.396590141,1059,0,0
12/12/2024,08:02:27 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,Did you know your FSA and HSA can cover breast pumps? 🎉 Now you do! 🙌 Tap the link in our bio to learn more. #BreastPump #BabyBuddha #CompactButMighty #EfficientPumping #MomLife #BreastfeedingJourney #PumpingLove,https://www.tiktok.com/@mybabybuddha/video/7447525429642235182,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2815322469245257447,video,,,19,16,2,1,5802,0.003274733,0.017194570135746608,-1.400666485,1105,0,0
11/20/2024,09:01:58 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,Did you know that your BabyBuddha 2.0 pump could be covered by your insurance? An extra reason to be grateful this season! Comment INSURANCE below for more details. • • #BreastPump #BabyBuddha #CompactButMighty #EfficientPumping #MomLife #BreastfeedingJourney #insurance #DME,https://www.tiktok.com/@mybabybuddha/video/7439376906316680494,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4940866136096739347,video,,,19,18,1,0,5802,0.003274733,0.019019019,-1.400666485,999,0,0
11/19/2024,10:00:14 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Compact and powerful, the BabyBuddha pump is something to rave about. _ See more of @rn.ibclc.melissa review on Tiktok. • • #BreastPump #BabyBuddha #CompactButMighty #EfficientPumping #MomLife #BreastfeedingJourney #PumpingLove #NursingTips #BabyBuddha",https://www.tiktok.com/@mybabybuddha/video/7439020831566597418,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8147956651380209347,video,,,19,18,0,1,5802,0.003274733,0.019668737060041408,-1.400666485,966,0,0
5/17/2024,08:02:27 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,Wearing a flange that fits correctly improves comfort and pumping effectiveness. Check out our “Flange Size Guide” linked in our bio to improve your pumping journey! 🍼 • • • #Flange #NursingMom #PumpingMom #MotherhoodLife #BabyBuddha,https://www.tiktok.com/@mybabybuddha/video/7369968549185768750,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0578675819458699637,video,,,19,18,0,1,5802,0.003274733,0.031096563011456628,-1.400666485,611,0,0
4/13/2024,10:45:34 a. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,,https://www.tiktok.com/@mybabybuddha/video/7357393649736486187,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7816846379463937537,video,,,19,17,1,1,5802,0.003274733,0.034545454545454546,-1.400666485,550,0,0
1/16/2024,03:03:12 p. m.,25/07/2025 11:04,24/07/2025 17:37,BabyBuddha,mybabybuddha,"Moms this is your sign!! Start pumping with the most loved breast pump on the market! 💫 The BabyBuddha Breast Pump is comfortable, convenient, and supports pumping on the go! Check out our website to get started on your BabyBuddha journey today 🦋 #breastfeedingjourney #motherhood #newmomlife",https://www.tiktok.com/@mybabybuddha/video/7324804635615595819,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9185955165364084237,video,,,19,16,3,0,5802,0.003274733,0.029874213836477988,-1.400666485,636,0,0
