asin,product_title,rating,count
B0BXH3XF7X,"Momcozy S9 Pro Wearable Breast Pump – Enhanced Hands-Free Convenience with Long-Lasting Battery and LED Display, 24mm",3,8
B0BXH3XF7X,"Momcozy S9 Pro Wearable Breast Pump – Enhanced Hands-Free Convenience with Long-Lasting Battery and LED Display, 24mm",4,10
B0BXH3XF7X,"Momcozy S9 Pro Wearable Breast Pump – Enhanced Hands-Free Convenience with Long-Lasting Battery and LED Display, 24mm",5,66
B07QDP8S4T,"Motif Medical Luna Double Electric Pump for Breastfeeding - Portable - Hospital Grade Pump w/LED Light - Hands-Free Breast Pump, Quiet Motor Baby Breast Pump",1,14
B07QDP8S4T,"Motif Medical Luna Double Electric Pump for Breastfeeding - Portable - Hospital Grade Pump w/LED Light - Hands-Free Breast Pump, Quiet Motor Baby Breast Pump",2,5
B07QDP8S4T,"Motif Medical Luna Double Electric Pump for Breastfeeding - Portable - Hospital Grade Pump w/LED Light - Hands-Free Breast Pump, Quiet Motor Baby Breast Pump",3,6
B07QDP8S4T,"Motif Medical Luna Double Electric Pump for Breastfeeding - Portable - Hospital Grade Pump w/LED Light - Hands-Free Breast Pump, Quiet Motor Baby Breast Pump",4,9
B07QDP8S4T,"Motif Medical Luna Double Electric Pump for Breastfeeding - Portable - Hospital Grade Pump w/LED Light - Hands-Free Breast Pump, Quiet Motor Baby Breast Pump",5,66
B09V3K2966,"Motif Medical New & Improved Duo Double Electric Breast Pump - Lightweight & Portable Electric Breast Pump w/Hands-Free Bra, Rechargeable 2.5-Hour Battery - Nursing Pump for Travel Moms (White)",1,16
B09V3K2966,"Motif Medical New & Improved Duo Double Electric Breast Pump - Lightweight & Portable Electric Breast Pump w/Hands-Free Bra, Rechargeable 2.5-Hour Battery - Nursing Pump for Travel Moms (White)",2,3
B09V3K2966,"Motif Medical New & Improved Duo Double Electric Breast Pump - Lightweight & Portable Electric Breast Pump w/Hands-Free Bra, Rechargeable 2.5-Hour Battery - Nursing Pump for Travel Moms (White)",3,11
B09V3K2966,"Motif Medical New & Improved Duo Double Electric Breast Pump - Lightweight & Portable Electric Breast Pump w/Hands-Free Bra, Rechargeable 2.5-Hour Battery - Nursing Pump for Travel Moms (White)",4,17
B09V3K2966,"Motif Medical New & Improved Duo Double Electric Breast Pump - Lightweight & Portable Electric Breast Pump w/Hands-Free Bra, Rechargeable 2.5-Hour Battery - Nursing Pump for Travel Moms (White)",5,53
B0DK82H64D,"Motif Medical, Twist, Double/Single Electric Breast Pump for Breastfeeding with Storage Bag",1,32
B0DK82H64D,"Motif Medical, Twist, Double/Single Electric Breast Pump for Breastfeeding with Storage Bag",2,0
B0DK82H64D,"Motif Medical, Twist, Double/Single Electric Breast Pump for Breastfeeding with Storage Bag",3,0
B0DK82H64D,"Motif Medical, Twist, Double/Single Electric Breast Pump for Breastfeeding with Storage Bag",4,34
B0DK82H64D,"Motif Medical, Twist, Double/Single Electric Breast Pump for Breastfeeding with Storage Bag",5,34
B08GLKD39J,"Tommee Tippee Made for Me Double Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",1,7
B08GLKD39J,"Tommee Tippee Made for Me Double Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",2,5
B08GLKD39J,"Tommee Tippee Made for Me Double Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",3,7
B08GLKD39J,"Tommee Tippee Made for Me Double Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",4,10
B08GLKD39J,"Tommee Tippee Made for Me Double Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",5,71
B081HS3WC2,"Tommee Tippee Made for Me Single Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",1,7
B081HS3WC2,"Tommee Tippee Made for Me Single Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",2,4
B081HS3WC2,"Tommee Tippee Made for Me Single Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",3,7
B081HS3WC2,"Tommee Tippee Made for Me Single Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",4,10
B081HS3WC2,"Tommee Tippee Made for Me Single Electric Breast Pump, USB Rechargeable | Quiet, Portable, Lightweight",5,72
B08175T6NK,"Tommee Tippee Made for Me Single Manual Breast Pump | Soft, Cushioned Silicone Cup | Reduced Hand Strain",1,18
B08175T6NK,"Tommee Tippee Made for Me Single Manual Breast Pump | Soft, Cushioned Silicone Cup | Reduced Hand Strain",2,6
B08175T6NK,"Tommee Tippee Made for Me Single Manual Breast Pump | Soft, Cushioned Silicone Cup | Reduced Hand Strain",3,13
B08175T6NK,"Tommee Tippee Made for Me Single Manual Breast Pump | Soft, Cushioned Silicone Cup | Reduced Hand Strain",4,14
B08175T6NK,"Tommee Tippee Made for Me Single Manual Breast Pump | Soft, Cushioned Silicone Cup | Reduced Hand Strain",5,49
B08637XY8V,"Willow 3.0 Wearable Breast Pump, Double Electric Breast Pump, Cordless, Hands Free Breast Pump with 9 Levels of Smart, Hospital Grade Suction Strength, 100% Leak Proof & Fits Fully In Bra, 24mm Flange",1,31
B08637XY8V,"Willow 3.0 Wearable Breast Pump, Double Electric Breast Pump, Cordless, Hands Free Breast Pump with 9 Levels of Smart, Hospital Grade Suction Strength, 100% Leak Proof & Fits Fully In Bra, 24mm Flange",2,9
B08637XY8V,"Willow 3.0 Wearable Breast Pump, Double Electric Breast Pump, Cordless, Hands Free Breast Pump with 9 Levels of Smart, Hospital Grade Suction Strength, 100% Leak Proof & Fits Fully In Bra, 24mm Flange",3,8
B08637XY8V,"Willow 3.0 Wearable Breast Pump, Double Electric Breast Pump, Cordless, Hands Free Breast Pump with 9 Levels of Smart, Hospital Grade Suction Strength, 100% Leak Proof & Fits Fully In Bra, 24mm Flange",4,10
B08637XY8V,"Willow 3.0 Wearable Breast Pump, Double Electric Breast Pump, Cordless, Hands Free Breast Pump with 9 Levels of Smart, Hospital Grade Suction Strength, 100% Leak Proof & Fits Fully In Bra, 24mm Flange",5,42
B0B2SK47X6,"Willow Go - Hands Free Breast Pump - Wearable Breastfeeding Pump - Portable, Electric, Cordless, & 9 Levels of Hospital Grade Suction Strength - Postpartum Essentials - Double Breast Pump",1,13
B0B2SK47X6,"Willow Go - Hands Free Breast Pump - Wearable Breastfeeding Pump - Portable, Electric, Cordless, & 9 Levels of Hospital Grade Suction Strength - Postpartum Essentials - Double Breast Pump",2,5
B0B2SK47X6,"Willow Go - Hands Free Breast Pump - Wearable Breastfeeding Pump - Portable, Electric, Cordless, & 9 Levels of Hospital Grade Suction Strength - Postpartum Essentials - Double Breast Pump",3,6
B0B2SK47X6,"Willow Go - Hands Free Breast Pump - Wearable Breastfeeding Pump - Portable, Electric, Cordless, & 9 Levels of Hospital Grade Suction Strength - Postpartum Essentials - Double Breast Pump",4,10
B0B2SK47X6,"Willow Go - Hands Free Breast Pump - Wearable Breastfeeding Pump - Portable, Electric, Cordless, & 9 Levels of Hospital Grade Suction Strength - Postpartum Essentials - Double Breast Pump",5,66
B07VM46YFV,"Spectra - S1 Plus Electric Breast Milk Pump with Tote Bag, Breast Milk Bottles and Cooler for Baby Feeding",1,4
B07VM46YFV,"Spectra - S1 Plus Electric Breast Milk Pump with Tote Bag, Breast Milk Bottles and Cooler for Baby Feeding",2,1
B07VM46YFV,"Spectra - S1 Plus Electric Breast Milk Pump with Tote Bag, Breast Milk Bottles and Cooler for Baby Feeding",3,3
B07VM46YFV,"Spectra - S1 Plus Electric Breast Milk Pump with Tote Bag, Breast Milk Bottles and Cooler for Baby Feeding",4,9
B07VM46YFV,"Spectra - S1 Plus Electric Breast Milk Pump with Tote Bag, Breast Milk Bottles and Cooler for Baby Feeding",5,83
B00BLBLR1I,Spectra - S2 Plus Electric Breast Milk Pump for Baby Feeding - Convenient Breast Feeding Support,1,7
B00BLBLR1I,Spectra - S2 Plus Electric Breast Milk Pump for Baby Feeding - Convenient Breast Feeding Support,2,2
B00BLBLR1I,Spectra - S2 Plus Electric Breast Milk Pump for Baby Feeding - Convenient Breast Feeding Support,3,4
B00BLBLR1I,Spectra - S2 Plus Electric Breast Milk Pump for Baby Feeding - Convenient Breast Feeding Support,4,9
B00BLBLR1I,Spectra - S2 Plus Electric Breast Milk Pump for Baby Feeding - Convenient Breast Feeding Support,5,78
B00MJLIW4O,Spectra - 9 Plus Portable Electric Breast Milk Pump for Baby Feeding,1,8
B00MJLIW4O,Spectra - 9 Plus Portable Electric Breast Milk Pump for Baby Feeding,2,5
B00MJLIW4O,Spectra - 9 Plus Portable Electric Breast Milk Pump for Baby Feeding,3,8
B00MJLIW4O,Spectra - 9 Plus Portable Electric Breast Milk Pump for Baby Feeding,4,19
B00MJLIW4O,Spectra - 9 Plus Portable Electric Breast Milk Pump for Baby Feeding,5,60
B0CX3B21YK,"BabyBuddha Breast Pump 2.0, Wearable Electric Breastfeeding Pump with Soft Stimulation Mode, Portable, Hands-Free Milk Extractor, Hospital Grade, 3 Modes, 21 Suction Levels, 22 to 24mm Flange",1,14
B0CX3B21YK,"BabyBuddha Breast Pump 2.0, Wearable Electric Breastfeeding Pump with Soft Stimulation Mode, Portable, Hands-Free Milk Extractor, Hospital Grade, 3 Modes, 21 Suction Levels, 22 to 24mm Flange",2,4
B0CX3B21YK,"BabyBuddha Breast Pump 2.0, Wearable Electric Breastfeeding Pump with Soft Stimulation Mode, Portable, Hands-Free Milk Extractor, Hospital Grade, 3 Modes, 21 Suction Levels, 22 to 24mm Flange",3,5
B0CX3B21YK,"BabyBuddha Breast Pump 2.0, Wearable Electric Breastfeeding Pump with Soft Stimulation Mode, Portable, Hands-Free Milk Extractor, Hospital Grade, 3 Modes, 21 Suction Levels, 22 to 24mm Flange",4,10
B0CX3B21YK,"BabyBuddha Breast Pump 2.0, Wearable Electric Breastfeeding Pump with Soft Stimulation Mode, Portable, Hands-Free Milk Extractor, Hospital Grade, 3 Modes, 21 Suction Levels, 22 to 24mm Flange",5,67
B0CYZD34VF,"eufy Heated Wearable Breast Pump S1, Hands-Free Breast Pump with Industry-Leading HeatFlow Tech, App-Controlled OptiRhythm, Hospital-Grade Suction, Leakproof, Slim and Ultra-Quiet for in-Bra Use",1,8
B0CYZD34VF,"eufy Heated Wearable Breast Pump S1, Hands-Free Breast Pump with Industry-Leading HeatFlow Tech, App-Controlled OptiRhythm, Hospital-Grade Suction, Leakproof, Slim and Ultra-Quiet for in-Bra Use",2,6
B0CYZD34VF,"eufy Heated Wearable Breast Pump S1, Hands-Free Breast Pump with Industry-Leading HeatFlow Tech, App-Controlled OptiRhythm, Hospital-Grade Suction, Leakproof, Slim and Ultra-Quiet for in-Bra Use",3,5
B0CYZD34VF,"eufy Heated Wearable Breast Pump S1, Hands-Free Breast Pump with Industry-Leading HeatFlow Tech, App-Controlled OptiRhythm, Hospital-Grade Suction, Leakproof, Slim and Ultra-Quiet for in-Bra Use",4,11
B0CYZD34VF,"eufy Heated Wearable Breast Pump S1, Hands-Free Breast Pump with Industry-Leading HeatFlow Tech, App-Controlled OptiRhythm, Hospital-Grade Suction, Leakproof, Slim and Ultra-Quiet for in-Bra Use",5,70
B0CVJZHVCR,"Spectra - S2 Plus Electric Breast Milk Pump with Tote Bag, Bottles and Cooler for Baby Feeding",1,0
B0CVJZHVCR,"Spectra - S2 Plus Electric Breast Milk Pump with Tote Bag, Bottles and Cooler for Baby Feeding",2,0
B0CVJZHVCR,"Spectra - S2 Plus Electric Breast Milk Pump with Tote Bag, Bottles and Cooler for Baby Feeding",3,0
B0CVJZHVCR,"Spectra - S2 Plus Electric Breast Milk Pump with Tote Bag, Bottles and Cooler for Baby Feeding",4,18
B0CVJZHVCR,"Spectra - S2 Plus Electric Breast Milk Pump with Tote Bag, Bottles and Cooler for Baby Feeding",5,82
B0DT4XNVXH,"Motif Medical Aura Glow Hands-Free Breast Pump for Breastfeeding - Portable Breast Pump w/Inbuilt Nightlight & 2 Bra Strap Adjusters - Lightweight, Wireless Hospital Grade Pump w/ 5 Flange Sizes",1,11
B0DT4XNVXH,"Motif Medical Aura Glow Hands-Free Breast Pump for Breastfeeding - Portable Breast Pump w/Inbuilt Nightlight & 2 Bra Strap Adjusters - Lightweight, Wireless Hospital Grade Pump w/ 5 Flange Sizes",2,4
B0DT4XNVXH,"Motif Medical Aura Glow Hands-Free Breast Pump for Breastfeeding - Portable Breast Pump w/Inbuilt Nightlight & 2 Bra Strap Adjusters - Lightweight, Wireless Hospital Grade Pump w/ 5 Flange Sizes",3,12
B0DT4XNVXH,"Motif Medical Aura Glow Hands-Free Breast Pump for Breastfeeding - Portable Breast Pump w/Inbuilt Nightlight & 2 Bra Strap Adjusters - Lightweight, Wireless Hospital Grade Pump w/ 5 Flange Sizes",4,35
B0DT4XNVXH,"Motif Medical Aura Glow Hands-Free Breast Pump for Breastfeeding - Portable Breast Pump w/Inbuilt Nightlight & 2 Bra Strap Adjusters - Lightweight, Wireless Hospital Grade Pump w/ 5 Flange Sizes",5,38
B092KCQWYH,Spectra - Synergy Gold Dual Adjustable Electric Breast Pump - Breastfeeding Essential,1,11
B092KCQWYH,Spectra - Synergy Gold Dual Adjustable Electric Breast Pump - Breastfeeding Essential,2,2
B092KCQWYH,Spectra - Synergy Gold Dual Adjustable Electric Breast Pump - Breastfeeding Essential,3,6
B092KCQWYH,Spectra - Synergy Gold Dual Adjustable Electric Breast Pump - Breastfeeding Essential,4,8
B092KCQWYH,Spectra - Synergy Gold Dual Adjustable Electric Breast Pump - Breastfeeding Essential,5,73
