Advertiser,Brand Root,Brand (Major),Brand (Minor),Brand (Leaf),Category Level 1,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Channel,Creative Id,Width,Height,Creative Type,Last Seen,Duration,Text,Landing Page,Link To Creative,Link to Post,Format,Placement,Ad Buy Type,Publisher,Spend (USD),Impressions,focus_vs_other
Goodbaby International,Evenflo,Evenflo,Evenflo,Evenflo,All Categories,Shopping,Family & Parenting Shopping,Baby Products,Baby Products,Baby Products,Baby Products,Baby Products,Desktop Video,795937056,283,160,Video,2025-04-29,15,"It'll be okay. Just a little while longer.  Hey Siri, turn on Sensory Soothe handle.  Sensory Soothe Technology. This changes everything.",http://www.evenflo.com/,https://s3.amazonaws.com/YM_Ads/TOt-N8OCJWIBdtXHxjf4oA.mp4,,Other,Other,Direct,screenrant.com,609.85,113007,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,599353852,728,90,Image,2024-05-02,0,"PHILIPS AVENT AirFree vent Philips AVENT Anti-Colic Baby Bottle... keeps nipple full of milk, not air 15,568 $ 3095 prime",https://www.amazon.com/dp/B0961LXKY5?aref=uPismw57WH&aaxitk=b73270cce31f2bc32f92c3beae59d977&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_580145096152795015_593757857005353108,https://s3.amazonaws.com/YM_Ads/fh3wa5bJi24JDY0ojF_bwQ.png,,Banner,Other,Indirect,womenshealthmag.com (Rodale Inc.),697.65,170660,other
Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Desktop Display,588601921,300,600,Image,2024-04-14,0,breastfeeding journey Supports your No tubes. No noise. No hands. elvie pump,https://www.elvie.com/en-us/shop/elvie-pump?gclid=EAIaIQobChMIz_CE6ZPChQMVxqzLAR2RtwTjEAEYASAAEgIjNvD_BwE,https://s3.amazonaws.com/YM_Ads/nOxd94KWZmwg8IJK_r5-sA.png,,Banner,Other,Direct,psychcentral.com,3619.26,303744,focus
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,596387135,728,90,Image,2024-04-27,0,"PHILIPS AVENT Philips AVENT Glass Natural Baby Bottle with Nat... 4,654 20% off Limited time deal Shop now",https://www.amazon.com/dp/B098YHHV3Q?aref=aslfe6E3lS&aaxitk=6e3dea4810ba5438db2a95f8a0f6a6ca&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_582441140437773045_584661282454305359&language=en_US,https://s3.amazonaws.com/YM_Ads/FRYM9F4GNnKGvl1GZZgmew.png,,Banner,Other,Indirect,maxpreps.com (CBS Interactive),119.06,59080,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,596641838,160,600,Image,2024-04-27,0,"PHILIPS AVENT Baby controls the pace, just like breastfeeding Philips AVENT Natur... $23.99 $29.99 Limited time deal - 20% off 16,872 prime",https://www.amazon.com/dp/B0964CHD65?aref=F2PlO5fe06&aaxitk=5226de950460ff5e2401686ff9ac7958&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_586730157447560368_589544636842816904,https://s3.amazonaws.com/YM_Ads/DWtphLZygh-7ED7_6xb1gg.png,,Banner,Other,Indirect,gaiaonline.com,527.64,375112,other
Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Desktop Display,454110836,300,600,Image,2024-01-11,0,"Hands-free Hospital-grade App connected suction Lightweight, elvie stride in-bra Hands-free, hospital-grade electric breast pump Ultra-quiet 5 oz capacity per cup",https://www.amazon.com/dp/B09Z37X2MP?aaxitk=36a733d9c2d474829d6990d579c7e07b&ref=AAP_579656885442998300&tag=ss-us-20,https://s3.amazonaws.com/YM_Ads/Rdbobrh3qqXuYKEnknTzvQ.png,,Banner,Other,Indirect,avsforum.com (VerticalScope Inc),1588.66,305729,focus
Goodbaby International,Evenflo,Evenflo,Evenflo,Evenflo,All Categories,Shopping,Family & Parenting Shopping,Baby Products,Baby Products,Baby Products,Baby Products,Baby Products,Desktop Video,796799522,283,160,Video,2025-04-30,30,"We're gonna miss the bus.  Yeah, I know, honey. I know.  Hey, Siri.  Turn on Sensory Soothe handle.  Sensory Soothe Technology.  This changes everything.",http://www.evenflo.com/,https://s3.amazonaws.com/YM_Ads/otaRBpM1MODE7uOOjw9ISA.mp4,,Other,Other,Direct,sporcle.com,443.8,29494,other
Goodbaby International,Evenflo,Evenflo,Evenflo,Evenflo,All Categories,Shopping,Family & Parenting Shopping,Baby Products,Baby Products,Baby Products,Baby Products,Baby Products,Desktop Video,795937056,283,160,Video,2025-04-29,15,"It'll be okay. Just a little while longer.  Hey Siri, turn on Sensory Soothe handle.  Sensory Soothe Technology. This changes everything.",http://www.evenflo.com/,https://s3.amazonaws.com/YM_Ads/TOt-N8OCJWIBdtXHxjf4oA.mp4,,Other,Other,Direct,sporcle.com,454.11,30179,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,595829583,300,600,Image,2024-04-26,0,"PHILIPS Baby controls the pace, just like AVENT breastfeeding Philips AVENT Natural Baby Bottle with... PHILIPS AVENT 20% off $ 2399 $29.99 vprime PHILIPS AVENT Climate Pledge Friendly AVENT Limited time deal 16,843",https://www.amazon.com/dp/B09649R98Q?aref=F2PlO5fe06&aaxitk=8d1c6a2b28f03f0df06ac554209e630d&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_586730157447560368_589544636842816904,https://s3.amazonaws.com/YM_Ads/RcU2nanitUhxcE-c-vH_Xw.png,,Banner,Other,Indirect,foodandwine.com (Meredith),1645.67,190155,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,596387135,728,90,Image,2024-04-27,0,"PHILIPS AVENT Philips AVENT Glass Natural Baby Bottle with Nat... 4,654 20% off Limited time deal Shop now",https://www.amazon.com/dp/B098YHHV3Q?aref=aslfe6E3lS&aaxitk=6e3dea4810ba5438db2a95f8a0f6a6ca&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_582441140437773045_584661282454305359&language=en_US,https://s3.amazonaws.com/YM_Ads/FRYM9F4GNnKGvl1GZZgmew.png,,Banner,Other,Indirect,247sports.com,27.82,17767,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,595802532,728,90,Image,2024-04-26,0,"PHILIPS AVENT Philips AVENT Glass Natural Baby Bottle with Nat... 2,605 20% off Limited time deal Shop now",https://www.amazon.com/dp/B098YHHV3Q?aref=7JwqcIcLbA&aaxitk=3befabd1ec751cdcc843591622f542f1&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_582441140437773045_584564515204326385,https://s3.amazonaws.com/YM_Ads/WAWl3RRP97xYAzeoqnKa-A.png,,Banner,Other,Indirect,247sports.com,29.15,18624,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Mobile Display,818404718,300,250,Image,2025-03-25,0,"cufy Nature Powers, Naturally Secured To Up $480 Off Buy Now",https://www.eufy.com/eufy-sales?utm_source=dv360&utm_medium=display&utm_content=Others_&utm_campaign=us_eufy_allpdt_m1-2_dv360_25ssc_allpn_ctr_ost_audience_external&utm_term=ZZ1Ab52C&dclid=CLPSn7H7n4wDFY9uRwEdxmoHOg&gad_source=7&gclid=EAIaIQobChMIlJmahvuVjAMVcQtoCB2wizz0EAEYASAAEgK_efD_BwE,https://s3.amazonaws.com/YM_Ads/_eBb1eUu0f--35sRYGF2oA.jpg,,Banner,Other,Indirect,makeuseof.com,76.46,54949,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Mobile Display,818404718,300,250,Image,2025-03-25,0,"cufy Nature Powers, Naturally Secured To Up $480 Off Buy Now",https://www.eufy.com/eufy-sales?utm_source=dv360&utm_medium=display&utm_content=Others_&utm_campaign=us_eufy_allpdt_m1-2_dv360_25ssc_allpn_ctr_ost_audience_external&utm_term=ZZ1Ab52C&dclid=CLPSn7H7n4wDFY9uRwEdxmoHOg&gad_source=7&gclid=EAIaIQobChMIlJmahvuVjAMVcQtoCB2wizz0EAEYASAAEgK_efD_BwE,https://s3.amazonaws.com/YM_Ads/_eBb1eUu0f--35sRYGF2oA.jpg,,Banner,Other,Indirect,dealcatcher.com,51.91,21781,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,594505487,728,90,Image,2024-04-24,0,"PHILIPS AVENT Philips AVENT Glass Natural Baby Bottle with Nat... 2,599 20% off Limited time deal Shop now",https://www.amazon.com/dp/B098YHHV3Q?aref=7JwqcIcLbA&aaxitk=4ae81c6b5fb862b2fb4f51f0eae5cf4a&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_582441140437773045_584564515204326385,https://s3.amazonaws.com/YM_Ads/vdRjGQnntU6eKt9vu0HOvA.png,,Banner,Other,Indirect,animenewsnetwork.com,459.94,147793,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Desktop Display,818404718,300,250,Image,2025-03-25,0,"cufy Nature Powers, Naturally Secured To Up $480 Off Buy Now",https://www.eufy.com/eufy-sales?utm_source=dv360&utm_medium=display&utm_content=Others_&utm_campaign=us_eufy_allpdt_m1-2_dv360_25ssc_allpn_ctr_ost_audience_external&utm_term=ZZ1Ab52C&dclid=CLPSn7H7n4wDFY9uRwEdxmoHOg&gad_source=7&gclid=EAIaIQobChMIlJmahvuVjAMVcQtoCB2wizz0EAEYASAAEgK_efD_BwE,https://s3.amazonaws.com/YM_Ads/_eBb1eUu0f--35sRYGF2oA.jpg,,Banner,Other,Indirect,makezine.com,3.81,846,other
Goodbaby International,Evenflo,Evenflo,Evenflo,Evenflo,All Categories,Shopping,Family & Parenting Shopping,Baby Products,Baby Products,Baby Products,Baby Products,Baby Products,Desktop Video,795937056,283,160,Video,2025-04-29,15,"It'll be okay. Just a little while longer.  Hey Siri, turn on Sensory Soothe handle.  Sensory Soothe Technology. This changes everything.",http://www.evenflo.com/,https://s3.amazonaws.com/YM_Ads/TOt-N8OCJWIBdtXHxjf4oA.mp4,,Other,Other,Direct,thenewstribune.com (McClatchy),3028.48,175686,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,724198414,160,600,Image,2024-10-29,0,"PHILIPS AVENT Crystal clear view, even when your Wi-Fi is down night and day innovation New & Notable Share the Care Shop now you",https://www.amazon.com/stores/page/6C5FA01D-2591-40E2-9B2B-73E5F88AC168?aref=R2UdJiuX7H&aaxitk=0217c44d9fe68d06888ace220acb22ca&ref=AAP_594462634068746519&tag=ss-us-20&ingress=0&visitId=f1abef43-7444-4b26-a08d-78ce98d39617,https://s3.amazonaws.com/YM_Ads/lPuP2BqMNkMAmOyG4uL6RQ.png,,Banner,Other,Indirect,planetminecraft.com,61.74,25034,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,724198414,160,600,Image,2024-10-29,0,"PHILIPS AVENT Crystal clear view, even when your Wi-Fi is down night and day innovation New & Notable Share the Care Shop now you",https://www.amazon.com/stores/page/6C5FA01D-2591-40E2-9B2B-73E5F88AC168?aref=R2UdJiuX7H&aaxitk=0217c44d9fe68d06888ace220acb22ca&ref=AAP_594462634068746519&tag=ss-us-20&ingress=0&visitId=f1abef43-7444-4b26-a08d-78ce98d39617,https://s3.amazonaws.com/YM_Ads/lPuP2BqMNkMAmOyG4uL6RQ.png,,Banner,Other,Indirect,9gag.com,89.98,31258,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Desktop Display,710612497,336,600,Image,2024-10-09,0,cufy - cufy oufy For cufy Permanent Outdoor Lights E22 eufy Permanent Outdoor Lights Eufy Official Store,https://www.eufy.com/products/bundle-t8l02121-1-t8l02121-85-1?variant=44142824095930&utm_source=google&utm_medium=Pmax&utm_content=smartlight&utm_campaign=us_security_pro_conversion_pmax_light_T8L02_purchase_ost_M3_2409_PRG00021CAMP00040&utm_term=21696989993__&gad_source=5&gclid=Cj0KCQjw6oi4BhD1ARIsAL6pox3-sjINww4bWfO2XbRl-XwNfTSrrxjX2gnRzgFznU2IZ7ykKUARj0oaArRHEALw_wcB,https://s3.amazonaws.com/YM_Ads/3MJLb8RjycFMXm3EYuz6kQ.png,,Banner,Other,Indirect,9gag.com,118.34,62339,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Desktop Display,707624801,300,600,Image,2024-09-30,0,cufy Permanent Lights 822 100 Tear - cufy cufy cufy For eufy Smart Outdoor Lights Eufy Official Store - - -,https://www.eufy.com/products/bundle-t8l02121-1-t8l02121-85-1?variant=44142824095930&utm_source=google&utm_medium=Pmax&utm_content=smartlight&utm_campaign=us_security_pro_conversion_pmax_light_T8L02_purchase_ost_M3_2409_PRG00021CAMP00040&utm_term=21696989993__&gad_source=5&gclid=Cj0KCQjwmOm3BhC8ARIsAOSbapVDYCq5cNbem0ILw0c1NxwvB8FpSIX2BXsbA__EI9AkQSjuv3G7y8kaAsb9EALw_wcB,https://s3.amazonaws.com/YM_Ads/Ln1aDYsv3eopMRNmevrJ1g.png,,Banner,Other,Indirect,9gag.com,189.59,91683,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Desktop Display,710500094,336,280,Image,2024-10-06,0,cufy eufy Floodlight Cam 2 Pro Eufy Official Store cufy O,https://www.eufy.com/products/bundle-t81701w1-1-t80301d1-1?variant=42644282966202&utm_source=google&utm_medium=Pmax&utm_content=alwayson&utm_campaign=us_security_edge_conversion_search_pmax_purchase_ost_M3_highroas&utm_term=19873407993__&gad_source=5&gclid=Cj0KCQjw6oi4BhD1ARIsAL6pox0OK0x6rlt4kRY8JioKP2gh-RsCZfWLe9ywBgRpmEpSQhq99DzdU08aAiPEEALw_wcB,https://s3.amazonaws.com/YM_Ads/_BcJd9zgOZYNDpBRM1GkUw.png,,Banner,Other,Indirect,9gag.com,142.73,73931,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Desktop Display,708265016,336,600,Image,2024-10-10,0,cufy Permanent Lights 122 - cufy oufy For cufy Permonent Outdoor Lights E22 Triple-LED with Al Lighting Eufy Official Store,https://www.eufy.com/products/bundle-t8l02121-1-t8l02121-85-1?variant=44142824095930&utm_source=google&utm_medium=Pmax&utm_content=smartlight&utm_campaign=us_security_pro_conversion_pmax_light_T8L02_purchase_ost_M3_2409_PRG00021CAMP00040&utm_term=21696989993__&gad_source=5&gclid=Cj0KCQjw3vO3BhCqARIsAEWblcBdMSU1SpW4A-FUrKKHTM4VbEqMYdgckGn73RltGyNfJ048WlHMdYcaAik7EALw_wcB,https://s3.amazonaws.com/YM_Ads/IPTu3itoaPGG3XVp_JIP7g.png,,Banner,Other,Indirect,9gag.com,223.37,117663,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Desktop Display,710179168,336,280,Image,2024-10-06,0,oufy cufy aufy 1 Shine Bright All Year Round Eufy Official Store,https://www.eufy.com/products/bundle-t8l02121-1-t8l02121-85-1?variant=44142824095930&utm_source=google&utm_medium=Pmax&utm_content=smartlight&utm_campaign=us_security_pro_conversion_pmax_light_T8L02_purchase_ost_M3_2409_PRG00021CAMP00040&utm_term=21696989993__&gad_source=5&gclid=CjwKCAjwx4O4BhAnEiwA42SbVKaogtEEJuqH_sPW7-lDGVKZJ8k0UksATgBQDQtucoW9dB3ShM4XxRoCPGkQAvD_BwE,https://s3.amazonaws.com/YM_Ads/C78c86t3l51hwQKLUKrvSw.png,,Banner,Other,Indirect,9gag.com,141.84,74226,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Desktop Display,709156587,336,600,Image,2024-10-10,0,cufy - cufy oufy For Permanent Outdoor Lights E22 Shine Bright All Year Round Eufy Official Store,https://www.eufy.com/products/bundle-t8l02121-1-t8l02121-85-1?variant=44142824095930&utm_source=google&utm_medium=Pmax&utm_content=smartlight&utm_campaign=us_security_pro_conversion_pmax_light_T8L02_purchase_ost_M3_2409_PRG00021CAMP00040&utm_term=21696989993__&gad_source=5&gclid=CjwKCAjwgfm3BhBeEiwAFfxrG5_3U_fuvfAwHOq7KvRcptWhPCVW86bB3BgLjn0PZPZy6j2YJHNhPhoCJbMQAvD_BwE,https://s3.amazonaws.com/YM_Ads/5dWSGeacW7cOn2X0URtGyw.png,,Banner,Other,Indirect,9gag.com,464.5,244675,other
Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Desktop Display,263705376,250,250,Image,2024-04-02,0,Smart pumping from your phone No tubes. No noise. No hands. elvie pump,https://www.elvie.com/en-us/shop/elvie-pump?gclid=EAIaIQobChMIk6GdwIL67gIVSIanCh1V7gYPEAEYASAAEgJtP_D_BwE,https://s3.amazonaws.com/YM_Ads/khaPzE3RZv6fgGklyd5DTg.png,,Banner,Other,Indirect,9gag.com,64.29,33867,focus
Goodbaby International,Evenflo,Evenflo,Evenflo,Evenflo,All Categories,Shopping,Family & Parenting Shopping,Baby Products,Baby Products,Baby Products,Baby Products,Baby Products,Desktop Video,796799522,283,160,Video,2025-04-30,30,"We're gonna miss the bus.  Yeah, I know, honey. I know.  Hey, Siri.  Turn on Sensory Soothe handle.  Sensory Soothe Technology.  This changes everything.",http://www.evenflo.com/,https://s3.amazonaws.com/YM_Ads/otaRBpM1MODE7uOOjw9ISA.mp4,,Other,Other,Direct,stereogum.com,455.44,22433,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,595802532,728,90,Image,2024-04-26,0,"PHILIPS AVENT Philips AVENT Glass Natural Baby Bottle with Nat... 2,605 20% off Limited time deal Shop now",https://www.amazon.com/dp/B098YHHV3Q?aref=7JwqcIcLbA&aaxitk=3befabd1ec751cdcc843591622f542f1&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_582441140437773045_584564515204326385,https://s3.amazonaws.com/YM_Ads/WAWl3RRP97xYAzeoqnKa-A.png,,Banner,Other,Indirect,justjared.com,88.14,32148,other
Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Desktop Display,585095086,300,600,Image,2024-04-08,0,breastfeeding journey Supports your No tubes. No noise. No hands. elvie pump,https://www.elvie.com/en-us/shop/elvie-pump?gclid=EAIaIQobChMIjP3W18CzhQMVqOwoBR3auwM4EAEYASAAEgIrUfD_BwE,https://s3.amazonaws.com/YM_Ads/3lBNKy4d7fBKTcc3o12TRA.png,,Banner,Other,Direct,delish.com (Hearst Digital),375.23,29916,focus
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Desktop Display,712218349,970,250,Image,2024-10-10,0,eufy Smart Lock Е30 $169.99 eufy Smart Lock Smart Lock C210 C33(Nickle) eufy Wearable Breast Pump S1 $239.99 (Nickle) $159.99 $99.99 Smart Lock C220(Renewed) $90.99 eufy Smart Lock C34 $139.99 Eufy Official Store,https://www.eufy.com/products/t85f1111?variant=44170332307642&utm_source=google&utm_medium=Pmax&utm_content=alwayson&utm_campaign=us_security_edge_conversion_search_pmax_purchase_ost_M3_highroas&utm_term=19873407993__&gad_source=5&gclid=CjwKCAjw9p24BhB_EiwA8ID5BmnMmuoiHdb34OyH-LmstxRKZ5jHfmxUlWL2iLJO_dBhyZocfIFVjRoCUkYQAvD_BwE,https://s3.amazonaws.com/YM_Ads/_aAhO7Mk9TevDOds4gRvdg.png,,Banner,Other,Direct,chron.com,1863.56,194043,focus
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Desktop Display,815463790,300,600,Image,2025-04-13,0,Ad cufy Video Doorbell S220 SECURITY Black 2.5x the Clarity: The built-in Sony 2K sensor and professional-grade lens allow you to ... cufy eufylife_US cufy SECURITY Shop now,https://www.eufy.com/products/e82101w3?utm_source=criteo&utm_medium=cpm&utm_term=TWT7rQYx&utm_campaign=us_security_edge_conversion_criteo_alwayson_purchase_ost_M3_rtg&utm_content=RT_dynamic_native_TWT7rQYx&utm_id=301069&cto_pld=WPGsun5lAQB7ZjRXyNXlJA,https://s3.amazonaws.com/YM_Ads/ieoE4koDG7OnkeJFWBu6LQ.png,,Banner,Other,Indirect,bulbapedia.bulbagarden.net,148.24,50941,other
Freemie,Freemie,Freemie,Freemie,Freemie,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Desktop Display,1689846331,0,0,Other,2024-02-12,0,,,,,Other,Other,Direct,thehindu.com,74.67,11094,other
Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),Elvie (Chiaro Technology Ltd),All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Desktop Display,454110836,300,600,Image,2024-01-11,0,"Hands-free Hospital-grade App connected suction Lightweight, elvie stride in-bra Hands-free, hospital-grade electric breast pump Ultra-quiet 5 oz capacity per cup",https://www.amazon.com/dp/B09Z37X2MP?aaxitk=36a733d9c2d474829d6990d579c7e07b&ref=AAP_579656885442998300&tag=ss-us-20,https://s3.amazonaws.com/YM_Ads/Rdbobrh3qqXuYKEnknTzvQ.png,,Banner,Other,Indirect,digitaltrends.com,328.35,95427,focus
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,595802532,728,90,Image,2024-04-26,0,"PHILIPS AVENT Philips AVENT Glass Natural Baby Bottle with Nat... 2,605 20% off Limited time deal Shop now",https://www.amazon.com/dp/B098YHHV3Q?aref=7JwqcIcLbA&aaxitk=3befabd1ec751cdcc843591622f542f1&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_582441140437773045_584564515204326385,https://s3.amazonaws.com/YM_Ads/WAWl3RRP97xYAzeoqnKa-A.png,,Banner,Other,Indirect,tvtropes.org,68.76,24050,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,595140158,728,90,Image,2024-04-25,0,"PHILIPS AVENT Philips AVENT Glass Natural Baby Bottle with Nat... 2,603 20% off Limited time deal Shop now",https://www.amazon.com/dp/B098YHHV3Q?aref=7JwqcIcLbA&aaxitk=14d62f939bfee410964fe566c0c0e26a&language=en_US&tag=ss-us-20&smid=ATVPDKIKX0DER&ref=dacx_dp_582441140437773045_584564515204326385,https://s3.amazonaws.com/YM_Ads/yuEYC1_klSK2HYclofmkJw.png,,Banner,Other,Indirect,tvtropes.org,67.77,25808,other
Koninklijke Philips,Avent,Avent,Avent,Avent,All Categories,Consumer Packaged Goods,Baby & Toddler,Baby Feeding,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Baby Bottles & Nursing Aids,Desktop Display,767229367,300,250,Image,2024-12-19,0,"New & Notable SenselQ analyzes baby's sleep status, giving you total reassurance Share the Care PHILIPS innovation Shop now AVENT you",,https://s3.amazonaws.com/YM_Ads/xwp8BS1GpnRFGRITWedFtQ.png,,Banner,Other,Indirect,tvtropes.org,56.81,21561,other
