published_date,published_time,report_generated_at,captured_at,company,presence_handle,message,post_link,link,link_title,link_description,image,post_type,posted_domain,posted_url,engagement_total,likes,comments,followers,engagement_rate_by_follower,engagement_rate_lift,estimated_impressions,engagement_rate_by_estimated_impression,post_tag_ugc,post_tag_contests
8/20/2024,07:15:21 a. m.,25/07/2025 11:01,17/10/2024 22:52,Momcozy,momcozy,"“Major mom guilt when my plan was to breastfeed exclusively but sadly my baby boy was like NOPE only when I feel like it mama. So instead of stressing about it, I pump and bottle feed it to him. Thankfully my momcozy All-in-one M5 Wearable Breast Pump - Painlessly Pump has been a lifesaver for me. It allows me to pump on the go, pump at home, pump any and everywhere, and importantly it allows me to pump without any added stress. Some days I produce just enough, other times it’s lower than I’d like it to be. But no matter how much I’m able to produce, it doesn’t have to define me. I’m still a GOOD mom. Even if I pump + formula feed. ”- breastfeeding journey shared by momlifeinsquares Your worth as a mom isn’t defined by how you feed your baby. What matters most is the love and care you provide. ❤️ #Momcozy #BeAcozyMom #Momcozypump #MomcozyM5 #breastpump #breastfeedingmom #breastmilk #breastpumping #pumpingmom #pumpingmama #pumpingsession #nursingmom #breastfeedingjourney #breasatfeedingawarenessmonth",https://www.instagram.com/reel/C-5J54qt3uo/,,,,https://d1cdkkfhgor70g.cloudfront.net/C-5J54qt3uo?postNativeId=18154306336316061,reel,,,493,483,10,219230,0.00224878,-1.008999145,21716,0.022702155093018973,0,0
2/20/2024,06:45:04 a. m.,25/07/2025 11:01,12/04/2024 02:59,Momcozy,momcozy,"When mom brings the boob out, baby's got that million-dollar smile! 😄🍼 Credit:milkymakers #momcozy #BeACozyMom #motherhoodmemes #breastfeedingmemes #breastmilk #breastfeedingmoms #breastfeedingmoments #breastfeedingmommy #babyfeeding #breastfeedingjourney",https://www.instagram.com/p/C3kdyCQsPy2/,,,,https://d1cdkkfhgor70g.cloudfront.net/C3kdyCQsPy2?postNativeId=18036972322694928,photo,,,482,480,2,154638,0.003116957,1.3738274184916335,16329,0.029518035397146182,0,0
6/24/2024,06:09:33 a. m.,25/07/2025 11:01,23/08/2024 00:12,Momcozy,momcozy,"The Mobile Flow™ hands-free breast pump is the go-to option for busy moms! Perfect for running errands, working, or juggling life at home, it now features app control, allowing you to adjust pumping modes directly from your phone📱. Plus, the stackable, sealed milk collectors offer convenient storage while you're out and about.🍼👜 Video by glamour_girlz_usa #Momcozy #MomcozyMobileFlow #Momcozypump #NewArrival #BeACozyMom #workiongmoms #busymoms #breastfeedingmoms #pumpingmoms #breastpumping #breastpumps #workingmomlife #workingmama #workingmomessentials #momessentials",https://www.instagram.com/reel/C8mRClOMAIP/,,,,https://d1cdkkfhgor70g.cloudfront.net/C8mRClOMAIP?postNativeId=18010165268601190,reel,,,515,479,36,194673,0.002645462,1.165966818585426,22982,0.022408841702201723,0,0
10/30/2024,11:03:00 a. m.,25/07/2025 11:01,23/12/2024 22:27,Babylist Baby Registry,babylist,"Honestly, should’ve known better 🫠 #toddler #parenting #meltdown",https://www.instagram.com/reel/DBwYWXxPZdS/,,,,https://d1cdkkfhgor70g.cloudfront.net/DBwYWXxPZdS?postNativeId=17974157690788883,reel,,,488,478,10,659181,0.000740313,-3.066987942,32762,0.014895306,0,0
5/9/2024,03:13:29 p. m.,25/07/2025 11:01,24/07/2025 17:43,Aeroflow Breastpumps,aeroflow_breastpumps,"Baby, baby, baby, OH! Justin and Hailey Bieber have just announced that they are expecting their first child! 🩷 Congrats to the couple as they start their “rhode” to parenthood! 😉 rhode #JustinBieber #HaileyBieber #PregnancyAnnouncement #Motherhood #AeroflowBreastpumps",https://www.instagram.com/p/C6wyxDOAt-X/,,,,https://d1cdkkfhgor70g.cloudfront.net/C6wyxDOAt-X?postNativeId=18259349557243215,carousel,,,477,477,0,68870,0.006926093,3.053123300235452,12065,0.039535847,0,0
2/21/2024,12:05:13 p. m.,25/07/2025 11:01,16/04/2024 04:00,Babylist Baby Registry,babylist,she’s manifesting a Beverly Hills baby 💅😉 amandamccants #beverlyhills #Babylist #comedy,https://www.instagram.com/reel/C3nm9dEvy95/,,,,https://d1cdkkfhgor70g.cloudfront.net/C3nm9dEvy95?postNativeId=18120986239338762,reel,,,506,477,29,620605,0.000815333,-2.784591594,33796,0.014972186,0,0
1/8/2024,10:30:04 p. m.,25/07/2025 11:01,08/03/2024 09:06,Momcozy,momcozy,"Super Mom's daily juggle: balancing babies, work, self-care, family, and everything in between. 🤹‍♀️💕 #momcozy #BeACozyMom #CozyCare #momlife #balancedlife #momstruggles #dailyroutine #family #workbalance #busymomlife #busymommy #pumpingmom #breastfeedingmom #pumpingschedule",https://www.instagram.com/p/C13bvuLMkWV/,,,,https://d1cdkkfhgor70g.cloudfront.net/C13bvuLMkWV?postNativeId=18045915973586590,photo,,,479,476,3,128496,0.003727742,1.6430981719312534,15447,0.031009257460995664,0,0
12/25/2024,07:06:05 a. m.,25/07/2025 11:01,20/02/2025 23:56,Momcozy,momcozy,"Merry Christmas to all the incredible moms! 🎄 This holiday season, we hope you find cozy moments to relax, laugh, and just be. You deserve all the warmth and joy this season brings. ❤️ Thank you, lairaxrose, for sharing this beautiful unboxing of the Momcozy Joy Box. #Momcozy #BeACozyMom #CozyEvolution #CozyHoliday #MomcozyMoments #MomcozyJoyBox #merrychristmas #christmastime #christmas #holidayseason #ChristmasGift",https://www.instagram.com/reel/DEAJrzmoq-p/,,,,https://d1cdkkfhgor70g.cloudfront.net/DEAJrzmoq-p?postNativeId=18026558195290920,reel,,,493,475,18,287697,0.001713608,-1.324252983,24191,0.020379479971890373,0,0
12/24/2024,11:01:08 a. m.,25/07/2025 11:01,15/02/2025 22:13,willowpump,willowpump,"No offense Santa, but moms are the real magic makers of the holiday season. Here’s to you, Mama! 👑✨",https://www.instagram.com/reel/DD98qHPqKX2/,,,,https://d1cdkkfhgor70g.cloudfront.net/DD98qHPqKX2?postNativeId=18122527681404120,reel,,,479,474,5,187579,0.002553591,1.1254604546800027,20804,0.023024418,0,0
8/2/2024,08:59:18 a. m.,25/07/2025 11:01,28/09/2024 02:11,Medela,medela_us,We’re launching our new easy pour breast milk storage bags and we want YOU to be part of it! Switch from your current bags to Medela’s and see the difference for yourself. We’re selecting 100 moms to test them out! Sign up through our #linkinbio,https://www.instagram.com/reel/C-K_XaTupb7/,,,,https://d1cdkkfhgor70g.cloudfront.net/C-K_XaTupb7?postNativeId=17911853999977130,reel,,,511,473,38,156168,0.003272117,1.442240147523605,21869,0.023366409,0,0
10/13/2024,11:00:29 a. m.,25/07/2025 11:01,10/12/2024 07:13,Babylist Baby Registry,babylist,"Some days in parenting, you don’t know which way is up—but at least the baby is happy (most of the time) 🙃 #daddy #daughter #baby #parenting",https://www.instagram.com/reel/DBEjJzmBRWO/,,,,https://d1cdkkfhgor70g.cloudfront.net/DBEjJzmBRWO?postNativeId=18012453500376962,reel,,,492,472,20,656768,0.000749123,-3.030898251,33994,0.014473142319232806,0,0
4/5/2024,05:21:27 p. m.,25/07/2025 11:01,30/05/2024 04:43,Dr. Brown's,drbrowns,"It’s Friday, which means it’s GIVEAWAY time. 🎉 Happy Feeding. ™ 🍼 Happy Soothing. 😊⁠ ⁠ To enter:⁠ ⁠ 1. Like this post⁠ 2. Make sure you’re following drbrowns⁠ 3. Tag a parent friend. (Each additional tag on a separate line is an extra entry.) ⁠ ⁠ What is the prize?⁠ ⁠ - One (1) NEW Dr. Brown’s™ Insta-Prep Warm Water Dispenser⁠ - One (1) Dr. Brown’s® Lovey Pacifier and Teether Holder (Giraffe) ⁠ - One (1) Dr. Brown’s Natural Flow® Anti-Colic Options+™ Narrow Baby Bottle 8oz/250mL, 2-Pack (Bear & Owl)⁠ ⁠ One (1) winner will be randomly chosen from all comments on Thursday, April 11th and announced in the comments below.⁠ Prize will be shipped in approximately a month and a half. ⁠ ⁠ (ATTENTION! BE CAUTIOUS OF FRAUDULENT ACCOUNTS CLAIMING TO BE DR. BROWN’S, WINNER IS ANNOUNCED BY US IN THE COMMENTS, YOU WILL NOT GET A PM FROM A DIFFERENT ACCOUNT. YOU WILL ONLY BE MESSAGED BY OUR VERIFIED ACCOUNT: drbrowns) ⁠⁠⁠ ⁠ This promotion is in no way sponsored, endorsed or administered by, or associated with Instagram. Valid in U.S. only. Void where prohibited. No purchase necessary to enter to win; see official rules at link in bio for more details.⁠ ⁠ #babybottle #bottleprep #babypacifier",https://www.instagram.com/p/C5ZeYnQpbK4/,,,,https://d1cdkkfhgor70g.cloudfront.net/C5ZeYnQpbK4?postNativeId=18018452645141413,photo,,,1253,472,781,207861,0.006028067,2.658073811,66167,0.018936932307645805,0,1
9/25/2024,10:00:09 a. m.,25/07/2025 11:01,20/11/2024 21:03,Elvie,elvie,"There are so many societal pressures of being a mom and there’s no way we’re ticking every single box, nuh-uh. ☝️ To be the best mom, you need to be the best version of yourself. Which means you gotta do you. We’ve got the smart tech nailed so that you can reach your motherhood goals without leaving YOUR goals on the back burner.🔥 Keep reminding yourself that you're an amazing mom, whatever your path - even if ‘society’ doesn’t make you feel that way.",https://www.instagram.com/p/DAWJZFyuimH/,,,,https://d1cdkkfhgor70g.cloudfront.net/DAWJZFyuimH?postNativeId=17885157975104774,photo,,,480,471,9,385689,0.001244526,-1.823670849,21569,0.022254161064490706,0,0
5/4/2024,05:35:00 p. m.,25/07/2025 11:01,21/06/2024 02:38,Momcozy,momcozy,"Before and after babies: it’s like two different worlds. Once that little bundle of joy arrives, everything changes. But you know what Mama always says? “It’s all worth it.” 🌟 #Momcozy #BeACozyMom #CozyWE #MomcozyVillage #CozyTogetHER #LetsBuildACozyVillageTogether #CozyHer #MomcozyMoments #motherhood #motherhoodjourney #momcommunity #motherhoodunited #mothersday2024 #momlife",https://www.instagram.com/reel/C6kLAWQy3Ht/,,,,https://d1cdkkfhgor70g.cloudfront.net/C6kLAWQy3Ht?postNativeId=18096779092407327,reel,,,477,470,7,179073,0.002663718,1.1740110973843552,20494,0.023275104908753782,0,0
4/18/2024,11:00:38 a. m.,25/07/2025 11:01,10/06/2024 20:37,Babylist Baby Registry,babylist,🌸💕🎀💖💞,https://www.instagram.com/p/C558r6cR-ws/,,,,https://d1cdkkfhgor70g.cloudfront.net/C558r6cR-ws?postNativeId=17949092588674222,photo,,,1535,470,1065,628380,0.002442789,1.0766662259720061,91075,0.016854241010156465,0,0
11/21/2024,11:36:25 a. m.,25/07/2025 11:01,14/01/2025 02:12,Babylist Baby Registry,babylist,"“Next life, I’m the dad!” 😂 Supermodel adutakech gets real about sleepless nights and prepping for motherhood. #parenthood #pregnancy #momtobe",https://www.instagram.com/reel/DCpFknbI5k9/,,,,https://d1cdkkfhgor70g.cloudfront.net/DCpFknbI5k9?postNativeId=17854878375321019,reel,,,482,469,13,660969,0.000729232,-3.113609647,33633,0.014331162846014331,0,0
8/22/2024,10:00:09 a. m.,25/07/2025 11:01,16/10/2024 23:32,Elvie,elvie,"When a woman gives birth, she steps into a whole new world that changes everything - And Lucyfjones has summed up this experience perfectly. “When we have a baby, we are expected to transition with ease — to breeze into a completely new self, a new role, at one of the most perilous and sensitive times in the life course.” We understand it’s easy to get wrapped up in the baby’s arrival, but take it from us: you're a newborn mom, and that’s just as incredible. ❤️",https://www.instagram.com/p/C--mXZHtc94/,,,,https://d1cdkkfhgor70g.cloudfront.net/C--mXZHtc94?postNativeId=18083594932494989,photo,,,477,469,8,385511,0.001237319,-1.834296701,22335,0.021356615177971792,0,0
5/13/2024,10:03:45 a. m.,25/07/2025 11:01,09/07/2024 05:16,Babylist Baby Registry,babylist,Is your baby’s name on here? 👀 Here are the top baby names of 2023 in the US revealed! #babynames #babyname #baby #babynamesuggestions,https://www.instagram.com/reel/C66iMP8RjLP/,,,,https://d1cdkkfhgor70g.cloudfront.net/C66iMP8RjLP?postNativeId=18013270538364983,reel,,,573,468,105,630953,0.00090815,-2.499922772,36609,0.015651889,0,0
3/18/2024,09:28:04 a. m.,25/07/2025 11:01,13/04/2024 02:04,Medela,medela_us,Ever pumped at the happiest place on earth? 🤱💖 kacidriggers,https://www.instagram.com/reel/C4qRqSIOBmY/,,,,https://d1cdkkfhgor70g.cloudfront.net/C4qRqSIOBmY?postNativeId=17862561447100666,reel,,,516,467,49,154623,0.003337149,1.4709123312234629,22180,0.023264202,0,0
1/7/2024,09:01:26 a. m.,25/07/2025 11:01,25/07/2025 10:21,Pumpables,pumpables,"For most pumpers, if you want to maintain or even increase your supply, you should try to pump for longer than 15 minutes. Anything less is more than likely not going to empty you enough to support your milk supply. A pump is more mechanical in nature — only using suction to express milk. This is very different than babies nursing at the breast, and therefore, your body needs more time hooked up to your pump to empty! Remember — your body will never actually be “empty” of milk, since it is creating milk 24/7 🤩🤩🤩 A good place to start ➡️ Pump until you’ve had 1-2 letdowns. This yields the most milk in a pumping session! But this doesn’t mean that you’re limited to only 1-2, some people can have 3-4+ in a single session!!! What time period do you pump for?! Is it the same every time, or do you go by feel? 🎥 bethany_bourgoin",https://www.instagram.com/reel/C1zaQWsNNfV/,,,,https://d1cdkkfhgor70g.cloudfront.net/C1zaQWsNNfV?postNativeId=18015342170033473,reel,,,582,465,117,69183,0.008412471,3.7085976942652867,17168,0.03390028,1,0
9/11/2024,07:12:06 a. m.,25/07/2025 11:01,07/11/2024 22:40,Momcozy,momcozy,"Celebrating the #cozyevolution at #NYFW! 💖💫 We loved having totamsachika at the Momcozy Lounge, where motherhood meets empowerment and style. It’s inspiring to see how Momcozy supports her motherhood journey and how she balances it all with grace. Thank you, totamsachika, for sharing these moments with us! 🌟 #Momcozy #NYFW #NYFW2024 #CozyEvolution #MotherhoodCelebration #MomcozyLounge #MomcozyVillage #BeACozyMom #MomcozyMoments #MomcozyinNYC #MotherhoodJourney #momcozypump #MomcozyMobileFlow #fashionmom #fashionmommy #motherhood #mompreneur",https://www.instagram.com/reel/C_xy9HYqlRF/,,,,https://d1cdkkfhgor70g.cloudfront.net/C_xy9HYqlRF?postNativeId=18054241501659567,reel,,,478,461,17,230207,0.002076392,-1.092797954,21965,0.021761893922148872,0,0
10/18/2024,05:30:08 a. m.,25/07/2025 11:01,23/11/2024 07:21,Medela,medela_us,"""3 years, 5 months, 29 days - That’s 1275 days that I have been breastfeeding There are highs and lows. Things that felt natural and times that felt extremely unnatural. Parts that came easy and parts that seemed impossibly difficult. I am forever grateful of our breastfeeding journey. One that looked different at all stages. So whatever your journey looks like, just know, that you are doing incredible ❤️"" Tag a mom who’s absolutely rocking her breastfeeding journey! 🤱 📸 arianajoychristie",https://www.instagram.com/p/DBQ4xrEpFvT/,,,,https://d1cdkkfhgor70g.cloudfront.net/DBQ4xrEpFvT?postNativeId=17898688746071317,photo,,,462,459,3,156480,0.002952454,1.3013002987727955,15907,0.029043817187401774,1,0
11/19/2024,11:00:22 a. m.,25/07/2025 11:01,15/01/2025 23:05,Elvie,elvie,"A bad day doesn’t make you a bad mom. It makes you a strong woman taking on the most relentless job out there. 💪 If you’re struggling with sadness, baby blues or think you have postpartum depression, it’s ok to talk to somebody - you don’t have to suffer in silence. 🫂❤️",https://www.instagram.com/p/DCj3_LzPqj3/,,,,https://d1cdkkfhgor70g.cloudfront.net/DCj3_LzPqj3?postNativeId=18024073085615945,photo,,,463,457,6,387126,0.001195993,-1.897700334,21833,0.021206431,0,0
10/13/2024,08:41:35 a. m.,25/07/2025 11:01,06/12/2024 00:11,Momcozy,momcozy,It’s the little moments like these that make motherhood so special. 💖 📹 by fairygramz #Momcozy #BeACozyMom #MomcozyBabyCarrier #MomcozyCarrier #BabyCarrier #CozyOuting #motherhood #bondingmoments #morningroutine #momlife,https://www.instagram.com/reel/DBEWrMapb4P/,,,,https://d1cdkkfhgor70g.cloudfront.net/DBEWrMapb4P?postNativeId=18027731702382523,reel,,,470,456,14,249266,0.001885536,-1.203453218,21751,0.021608201921750725,1,0
5/7/2024,05:05:03 a. m.,25/07/2025 11:01,26/06/2024 21:29,Elvie,elvie,Mom life. Iykyk. 🥲 #MetGala,https://www.instagram.com/p/C6qji0Vr1Mt/,,,,https://d1cdkkfhgor70g.cloudfront.net/C6qji0Vr1Mt?postNativeId=17945997836799619,carousel,,,466,453,13,378745,0.001230379,-1.844637038,22637,0.020585767,0,0
6/14/2024,07:42:38 a. m.,25/07/2025 11:01,10/07/2024 21:06,Dr. Brown's,drbrowns,"Wishing all fathers and families a happy Father’s Day Weekend! In honor of this weekend, we are celebrating you with a GIVEAWAY. 💙 👔⁠ ⁠ To enter:⁠ ⁠ 1. Like this post⁠ 2. Make sure you’re following drbrowns⁠ 3. Tag a parent friend. (Each additional tag on a separate line is an extra entry.) ⁠ ⁠ What is the prize?⁠ ⁠ - Three (3) Dr. Brown’s Natural Flow® Anti-Colic Options+™ Wide-Neck Glass Baby Bottle⁠s - One (1) Dr. Brown’s Natural Flow® Options+™ Wide-Neck Glass Bottle Silicone Sleeve⁠ - One (1) Dr. Brown’s™ Bottle & Dish Soap⁠ - One (1) Dr. Brown’s™ Pacidose™ Liquid Medicine Dispenser with Oral Syringe, 2-Pack⁠ - One (1) Dr. Brown’s™ Laundry Spray Stain and Odor Remover⁠ ⁠ One (1) winner will be randomly chosen from all comments on Thursday, June 20th and announced in the comments below.⁠ Prize will be shipped in approximately a month and a half. ⁠ ⁠ (ATTENTION! BE CAUTIOUS OF FRAUDULENT ACCOUNTS CLAIMING TO BE DR. BROWN’S, WINNER IS ANNOUNCED BY US IN THE COMMENTS, YOU WILL NOT GET A PM FROM A DIFFERENT ACCOUNT. YOU WILL ONLY BE MESSAGED BY OUR VERIFIED ACCOUNT: drbrowns) ⁠⁠⁠ ⁠ This promotion is in no way sponsored, endorsed or administered by, or associated with Instagram. Valid in U.S. only. Void where prohibited. No purchase necessary to enter to win; see official rules at link in bio for more details.⁠ ⁠ #babyproducts #fathersday #parenting ⁠",https://www.instagram.com/p/C8Mrya6gY6q/,,,,https://d1cdkkfhgor70g.cloudfront.net/C8Mrya6gY6q?postNativeId=18052719328712105,photo,,,1336,452,884,212409,0.006289752,2.773597891409793,73112,0.018273334062807747,0,1
10/4/2024,01:30:27 p. m.,25/07/2025 11:01,03/12/2024 06:13,Babylist Baby Registry,babylist,"When you’ve been besties since childhood, there’s no one better to share your pregnancy journey with 👯‍♀️ #nostalgia #throwback #pregnant #besties",https://www.instagram.com/reel/DAtrmonydrq/,,,,https://d1cdkkfhgor70g.cloudfront.net/DAtrmonydrq?postNativeId=18042951080014459,reel,,,475,451,24,655722,0.000724392,-3.134403035,32507,0.014612237364260006,0,0
5/17/2024,02:41:31 p. m.,25/07/2025 11:01,15/07/2024 21:24,Babylist Baby Registry,babylist,"This week, there’s been a lot of conversation in the news about the role of moms. At Babylist, we recognize the incredible efforts of moms in every vocation – whether they're balancing careers, staying at home, or finding a combination of both. Every family's journey is unique, and there's no one-size-fits-all approach to parenting and work. That's why Babylist is proud to announce our commitment to support women navigating higher education while caring for their children. We're pledging $50,000 towards scholarships empowering moms who are pursuing their education. Moms Do More, and that should be celebrated. 🫶",https://www.instagram.com/p/C7FVWurPfh7/,,,,https://d1cdkkfhgor70g.cloudfront.net/C7FVWurPfh7?postNativeId=18057893014588249,photo,,,472,450,22,631439,0.000747499,-3.037407492,29109,0.016214916,0,0
8/23/2024,12:07:17 p. m.,25/07/2025 11:01,22/10/2024 02:06,Babylist Baby Registry,babylist,"As we continue celebrating #BreastfeedingAwarenessMonth, we’ve partnered with our friends at swehl to bring you some helpful breastfeeding positions to try! Save and share with a friend who could use these🤱 #breastfeeding #breastfeedingtips #breastfeedingjourney",https://www.instagram.com/reel/C_BZPnrSzh-/,,,,https://d1cdkkfhgor70g.cloudfront.net/C_BZPnrSzh-?postNativeId=18040866268959245,reel,,,465,448,17,645973,0.000719844,-3.154180967,31657,0.014688694443566984,0,0
1/2/2024,06:15:32 a. m.,25/07/2025 11:01,01/03/2024 05:08,Momcozy,momcozy,"Navigating the incredible changes that come with pregnancy is a journey like no other. Momcozy's pregnancy pillow is here to be your partner in comfort, making every twist and turn a cozy adventure. 🤰🛌 Let's keep it chill and cozy during all those changes. You deserve it! 💖 Video by _krystlew #momcozy #BeACozyMom #CozyCare #momcozypillow #pregnancypillow #bodypillow #bodypillows #pregnancysupport #maternityessentials #expectingmoms #pregnancy",https://www.instagram.com/reel/C1mPaJuMDr8/,,,,https://d1cdkkfhgor70g.cloudfront.net/C1mPaJuMDr8?postNativeId=17998896581174791,reel,,,465,448,17,126966,0.003662398,1.6142845343107992,19096,0.024350649350649352,0,0
2/8/2024,04:02:17 a. m.,25/07/2025 11:01,25/07/2025 10:20,Hegen | Cherish Nature's Gift,hegen,"Wishing you and your loved ones health, happiness and long(龙)gevity in the Year of the Dragon from our CEO and COO of Hegen, Yvon and Leon! Have an amazing time with your loved ones this Lunar New Year 🍊🍊 #hegen #cherishnaturesgift #hegencelebrates #lunarnewyear",https://www.instagram.com/reel/C3FRi0HyRRb/,,,,https://d1cdkkfhgor70g.cloudfront.net/C3FRi0HyRRb?postNativeId=18035121406775909,reel,,,488,446,42,37436,0.013035580724436372,5.746589453901046,11247,0.043389348,0,0
10/4/2024,07:00:26 p. m.,25/07/2025 11:01,23/11/2024 07:21,Medela,medela_us,"""I am literally shocked by how fast I filled up my bottles. It took me less than 10 minutes, I am obsessed. Manual pumps are definitely underrated "" We're just as obsessed with Harmony as you are—and for good reason! If you haven't experienced the Harmony Hack yet, don't worry! You can get this awesome pump during Amazon Prime Days next week and see what the buzz is all about. We can't wait to hear what you think! 💛 #HarmonyHack #ManualPump #HarmonyPump 🎥 andrealove054",https://www.instagram.com/reel/DAuSWeTC433/,,,,https://d1cdkkfhgor70g.cloudfront.net/DAuSWeTC433?postNativeId=17985762476726076,reel,,,485,445,40,156401,0.003101003,1.3667947130406495,20273,0.023923444976076555,1,0
12/7/2024,01:20:11 p. m.,25/07/2025 11:01,24/07/2025 17:43,Aeroflow Breastpumps,aeroflow_breastpumps,"*** GIVEAWAY IS NOW CLOSED! *** 🎅 On the seventh day of Pumpmas, Aeroflow gives to you... a chance to win an Allie Sling Bag from sarahwellsbags! 👜 Sarah Wells creates stylish, functional bags for pumping moms on the go. We love their commitment to making life easier for breastfeeding mamas! To enter: 1️⃣ Like this post 2️⃣ Make sure you're following aeroflow_breastpumps and sarahwellsbags #Motherhood #AeroflowBreastpumps #Baby #MomLife #Maternity #Breastpump #Breastfeeding",https://www.instagram.com/p/DDSeUgztL5S/,,,,https://d1cdkkfhgor70g.cloudfront.net/DDSeUgztL5S?postNativeId=18044605262147187,carousel,,,568,444,124,68870,0.008247423,3.635804718712448,17190,0.033042466550319956,0,1
10/3/2024,11:23:30 a. m.,25/07/2025 11:01,26/11/2024 11:31,Babylist Baby Registry,babylist,"Pregnancy, but make it fashion ✨ It’s all about rocking your baby bump with confidence! baskinchamp gives you all the inspo you need with these iconic celeb bump fashion moments. #babybump #fashion #style #ootd",https://www.instagram.com/reel/DAq5Ew1STFn/,,,,https://d1cdkkfhgor70g.cloudfront.net/DAq5Ew1STFn?postNativeId=18105049066427040,reel,,,465,441,24,655550,0.000709328,-3.200990126,33260,0.013980757666867108,0,0
2/23/2024,04:26:10 p. m.,25/07/2025 11:01,18/04/2024 05:23,Dr. Brown's,drbrowns,"GIVEAWAY! Dr. Brown’s has products for every moment and milestone. 💙⁠ ⁠ To enter:⁠ ⁠ 1. Like this post⁠ 2. Make sure you’re following drbrowns⁠ 3. Tag a parent friend. (Each additional tag on a separate line is an extra entry.) ⁠ ⁠ What is the prize?⁠ ⁠ - One (1) Dr. Brown’s Pacidose™ Liquid Medicine Dispenser with Oral Syringe⁠ - One (1) Dr. Brown’s Insta-Feed™ Bottle Warmer and Sterilizer⁠ - One (1) Dr. Brown’s Natural Flow® Anti-Colic Options+™ Narrow Baby Bottle (Bear & Owl)⁠ - One (1) Dr. Brown’s Flexees™ Bunny Teether (Grey)⁠ ⁠ One (1) winner will be randomly chosen from all comments on Thursday, February 29th and announced in the comments below.⁠ Prize will be shipped in approximately a month.⁠ ⁠ (ATTENTION! BE CAUTIOUS OF FRAUDULENT ACCOUNTS CLAIMING TO BE DR. BROWN’S, WINNER IS ANNOUNCED BY US IN THE COMMENTS, YOU WILL NOT GET A PM FROM A DIFFERENT ACCOUNT. YOU WILL ONLY BE MESSAGED BY OUR VERIFIED ACCOUNT: drbrowns) ⁠⁠⁠ ⁠ This promotion is in no way sponsored, endorsed or administered by, or associated with Instagram. Valid in U.S. only. Void where prohibited. No purchase necessary to enter to win; see official rules at link in bio for more details.⁠ ⁠ #babyessentials #nesting #babyprep",https://www.instagram.com/p/C3tOq92JirL/,,,,https://d1cdkkfhgor70g.cloudfront.net/C3tOq92JirL?postNativeId=17882725935009222,photo,,,1155,441,714,207294,0.005571797,2.456723729178833,60445,0.01910828,0,1
6/30/2024,10:00:44 p. m.,25/07/2025 11:01,25/07/2025 10:20,Hegen | Cherish Nature's Gift,hegen,"Known for their kind and friendly nature, embrace the joy of gentle days with our NEWEST Capybara Crew Hegen By Me collection! 🍎 Capybaras remind us to be kind always and nurture friendships within our communities, especially to always lend a helping hand to our loved ones. We hope our Cabybara Crew can bring a smile to you when you sip on your Hegen bottle ☺️ Capybara Crew coming to you exclusively on www.hegen.com (link in bio) to celebrate Hegen's birthday month, until 31 July only! #hegen #cherishnaturesgift #hegenbyme #cherishnaturesgift",https://www.instagram.com/p/C83as0MIs4o/,,,,https://d1cdkkfhgor70g.cloudfront.net/C83as0MIs4o?postNativeId=18283507615200586,photo,,,477,440,37,37436,0.012741745913024896,5.617014638767392,10256,0.04650936,0,0
12/21/2024,07:57:10 a. m.,25/07/2025 11:01,14/02/2025 02:12,Momcozy,momcozy,"During the holiday season, moms are the heart of every celebration—preparing meals, decorating the tree, and ensuring everyone feels loved and cared for. You give your all, putting others first and creating lasting memories. But with all the hustle, don’t forget to take a moment for yourself this season. You deserve to feel the joy and magic, too. 💖 What’s your secret to making the holidays feel extra cozy for you? We’d love to hear how you're navigating the season in the comments! 💖 Three lucky moms will win a Momcozy Joy Box (valued at up to $258.99), made just for you. Congrats to our lucky winners! 🎉 carofromhh oliviacumplido idk.saraht Thank you to everyone for sharing your amazing tips! 💕 #Momcozy #BeACozyMom #CozyEvolution #CozyHoliday #MomcozyMoments #MomcozyJoyBox #Christmas #Christmastime #Holidayseason #FamilyTime #SelfLove #JoyforAllLoveforYou",https://www.instagram.com/p/DD18e_vMdvL/,,,,https://d1cdkkfhgor70g.cloudfront.net/DD18e_vMdvL?postNativeId=17926581188990134,carousel,,,531,439,92,284550,0.001866104,-1.216000054,23609,0.022491422762505823,0,0
10/31/2024,08:02:04 a. m.,25/07/2025 11:01,24/07/2025 17:38,BabyBuddha® Breast Pump & Accessories,mybabybuddha,Nothing to see here. Happy Halloween. 🎃🎃 _ monica__murphy • • #BabyBuddha #InsuranceMadeEasy #PumpingSupport #MomLife #StressFreePumping #BreastfeedingJourney,https://www.instagram.com/p/DByogOGtHg2/,,,,https://d1cdkkfhgor70g.cloudfront.net/DByogOGtHg2?postNativeId=18034060526065540,photo,,,440,438,2,49618,0.00886775,3.909051518599948,9982,0.044079342817070724,0,0
6/4/2024,10:00:09 a. m.,25/07/2025 11:01,25/07/2024 02:13,Elvie,elvie,"Don’t worry we’ve got your nips… uh we mean back. 🫢 Your nipples go through one heck of a journey and a whole load of change during pregnancy and breastfeeding (.)(.) Dark nipples, cracked nipples, leaky nipples, sore nipples, sensitive nipples, big nipples. It’s like breastfeeding bingo... 😅",https://www.instagram.com/p/C7zLkL-se-9/,,,,https://d1cdkkfhgor70g.cloudfront.net/C7zLkL-se-9?postNativeId=18080276458485988,photo,,,447,438,9,379608,0.001177531,-1.927453065,21364,0.020923048,0,0
